,text,author,sex,period
77,one time when he carefully looked out from under the sheet to see how his sister liked the new arrangement for parents could not bring themselves to come into the room to see him he would often hear them say how they appreciated all the new work his sister was doing even though before they had seen her as a girl who was somewhat useless and frequently been annoyed with her but now the two of them father and mother would often both wait outside the door of gregors room while his sister tidied up in there and as soon as she went out again she would have to tell them exactly how everything looked what had eaten how he had behaved this time and whether perhaps any slight improvement could be seen his mother also wanted to go in and visit relatively soon but his father and sister at first,FranzKafka,male,early_modernism
78,being seen at the window during the day the few square meters of the floor did not give him much room to crawl about it was hard to just lie quietly through the night his food soon stopped giving him any pleasure at all and so to entertain himself he got into the habit of crawling up and down the walls and ceiling he was especially fond of hanging from the ceiling it was quite different from lying on the floor he could breathe more freely his body had a light swing to it and up there relaxed and almost happy it might happen that he would surprise even himself by letting go of the ceiling and landing on the floor with a crash but now of course he had far better control of his body than before and even with a fall as great as that caused himself no damage,FranzKafka,male,early_modernism
79,only then did she let her mother enter had hurriedly pulled the sheet down lower over the couch and put more folds into it so that everything really looked as if it had just been thrown down by chance also refrained this time from spying out from under the sheet he gave up the chance to see his mother until later and was simply glad that she had come you can come in he cant be seen said his sister obviously leading her in by the hand the old chest of drawers was too heavy for a pair of feeble women to be heaving about but listened as they pushed it from its place his sister always taking on the heaviest part of the work for herself and ignoring her mothers warnings that she would strain herself this lasted a very long time after labouring at it for fifteen minutes or,FranzKafka,male,early_modernism
80,still been human he had come very close to forgetting and it had only been the voice of his mother unheard for so long that had shaken him out of it nothing should be removed everything had to stay he could not do without the good influence the furniture had on his condition and if the furniture made it difficult for him to crawl about mindlessly that was not a loss but a great advantage his sister unfortunately did not agree she had become used to the idea not without reason that she was spokesman to his parents about the things that concerned him this meant that his mothers advice now was sufficient reason for her to insist on removing not only the chest of drawers and the desk as she had thought at first but all the furniture apart from the allimportant couch it was more than childish perversity of,FranzKafka,male,early_modernism
81,more shocking than it was so that she could do even more for him grete would probably be the only one who would dare enter a room dominated by crawling about the bare walls by himself so she refused to let her mother dissuade her gregors mother already looked uneasy in his room she soon stopped speaking and helped gregors sister to get the chest of drawers out with what strength she had the chest of drawers was something that could do without if he had to but the writing desk had to stay hardly had the two women pushed the chest of drawers groaning out of the room than poked his head out from under the couch to see what he could do about it he meant to be as careful and considerate as he could but unfortunately it was his mother who came back first while in the next,FranzKafka,male,early_modernism
82,he was not able to prevent the sheet at its front from moving a little it was enough to attract his mothers attention she stood very still remained there a moment and then went back out to kept trying to assure himself that nothing unusual was happening it was just a few pieces of furniture being moved after all but he soon had to admit that the women going to and fro their little calls to each other the scraping of the furniture on the floor all these things made him feel as if he were being assailed from all sides with his head and legs pulled in against him and his body pressed to the floor he was forced to admit to himself that he could not stand all of this much longer they were emptying his room out taking away everything that was dear to him they had already,FranzKafka,male,early_modernism
83,calm bent her face to her so that she would not look round and said albeit hurriedly and with a tremor in her voice come on lets go back in the living room for a while could see what had in mind she wanted to take her mother somewhere safe and then chase him down from the wall well she could certainly try it he sat unyielding on his picture he would rather jump at gretes face but words had made her mother quite worried she stepped to one side saw the enormous brown patch against the flowers of the wallpaper and before she even realised it was that she saw screamed oh god oh god arms outstretched she fell onto the couch as if she had given up everything and stayed there immobile shouted his sister glowering at him and shaking her fist that was the first word she had,FranzKafka,male,early_modernism
84,of her faint wanted to help too he could save his picture later although he stuck fast to the glass and had to pull himself off by force then he too ran into the next room as if he could advise his sister like in the old days but he had to just stand behind her doing nothing she was looking into various bottles he startled her when she turned round a bottle fell to the ground and broke a splinter cut gregors face some kind of caustic medicine splashed all over him now without delaying any longer took hold of all the bottles she could and ran with them in to her mother she slammed the door shut with her foot so now was shut out from his mother who because of him might be near to death he could not open the door if he did not want to,FranzKafka,male,early_modernism
85,he lay there for a while numb and immobile all around him it was quiet maybe that was a good sign then there was someone at the door the maid of course had locked herself in her kitchen so that would have to go and answer it his father had arrived home whats happened were his first words gretes appearance must have made everything clear to him she answered him with subdued voice and openly pressed her face into his chest mothers fainted but shes better now got out just as i expected said his father just as i always said but you women wouldnt listen would you it was clear to that had not said enough and that his father took it to mean that something bad had happened that he was responsible for some act of violence that meant would now have to try to calm his father as,FranzKafka,male,early_modernism
86,wanted to say something would invariably stop and gather his companions around him he was standing up straight enough now dressed in a smart blue uniform with gold buttons the sort worn by the employees at the banking institute above the high stiff collar of the coat his strong doublechin emerged under the bushy eyebrows his piercing dark eyes looked out fresh and alert his normally unkempt white hair was combed down painfully close to his scalp he took his cap with its gold monogram from probably some bank and threw it in an arc right across the room onto the sofa put his hands in his trouser pockets pushing back the bottom of his long uniform coat and with look of determination walked towards gregor he probably did not even know himself what he had in mind but nonetheless lifted his feet unusually high was amazed at the enormous size,FranzKafka,male,early_modernism
87,the time for careful aim threw one apple after another these little red apples rolled about on the floor knocking into each other as if they had electric motors an apple thrown without much force glanced against gregors back and slid off without doing any harm another one however immediately following it hit squarely and lodged in his back wanted to drag himself away as if he could remove the surprising the incredible pain by changing his position but he felt as if nailed to the spot and spread himself out all his senses in confusion the last thing he saw was the door of his room being pulled open his sister was screaming his mother ran out in front of her in her blouse as his sister had taken off some of her clothes after she had fainted to make it easier for her to breathe she ran to his,FranzKafka,male,early_modernism
88,and his condition seemed serious enough to remind even his father that despite his current sad and revolting form was a family member who could not be treated as an enemy on the contrary as a family there was a duty to swallow any revulsion for him and to be patient just to be patient because of his injuries had lost much of his mobility probably permanently he had been reduced to the condition of an ancient invalid and it took him long long minutes to crawl across his room crawling over the ceiling was out of the question but this deterioration in his condition was fully in his opinion made up for by the door to the living room being left open every evening he got into the habit of closely watching it for one or two hours before it was opened and then lying in the darkness of his,FranzKafka,male,early_modernism
89,on sometimes his father would wake up and say to gregors mother youre doing so much sewing again today as if he did not know that he had been dozing and then he would go back to sleep again while mother and sister would exchange a tired grin with a kind of stubbornness gregors father refused to take his uniform off even at home while his nightgown hung unused on its peg gregors father would slumber where he was fully dressed as if always ready to serve and expecting to hear the voice of his superior even here the uniform had not been new to start with but as a result of this it slowly became even shabbier despite the efforts of gregors mother and sister to look after it gregor would often spend the whole evening looking at all the stains on this coat with its gold buttons always kept,FranzKafka,male,early_modernism
90,of sewing work she did even learned listening to the evening conversation about what price they had hoped for that several items of jewellery belonging to the family had been sold even though both mother and sister had been very fond of wearing them at functions and celebrations but the loudest complaint was that although the flat was much too big for their present circumstances they could not move out of it there was no imaginable way of transferring to the new address he could see quite well though that there were more reasons than consideration for him that made it difficult for them to move it would have been quite easy to transport him in any suitable crate with a few air holes in it the main thing holding the family back from their decision to move was much more to do with their total despair and the thought that,FranzKafka,male,early_modernism
91,to gregors room and say close that door and then when he was in the dark again they would sit in the next room and their tears would mingle or they would simply sit there staring dryeyed at the table hardly slept at all either night or day sometimes he would think of taking over the familys affairs just like before the next time the door was opened he had long forgotten about his boss and the chief clerk but they would appear again in his thoughts the salesmen and the apprentices that stupid teaboy two or three friends from other businesses one of the chambermaids from a provincial hotel a tender memory that appeared and disappeared again a cashier from a hat shop for whom his attention had been serious but too slow all of them appeared to him mixed together with strangers and others he had forgotten but instead,FranzKafka,male,early_modernism
92,his sister doing anything about it she could see the dirt as well as he could but she had simply decided to leave him to it at the same time she became touchy in a way that was quite new for her and which everyone in the family understood cleaning up gregors room was for her and her alone gregors mother did once thoroughly clean his room and needed to use several bucketfuls of water to do it although that much dampness also made ill and he lay flat on the couch bitter and immobile but his mother was to be punished still more for what she had done as hardly had his sister arrived home in the evening than she noticed the change in gregors room and highly aggrieved ran back into the living room where despite her mothers raised and imploring hands she broke into convulsive tears her father,FranzKafka,male,early_modernism
93,widow with a robust bone structure that made her able to withstand the hardest of things in her long life wasnt really repelled by gregor just by chance one day rather than any real curiosity she opened the door to gregors room and found herself face to face with him he was taken totally by surprise noone was chasing him but he began to rush to and fro while she just stood there in amazement with her hands crossed in front of her from then on she never failed to open the door slightly every evening and morning and look briefly in on him at first she would call to him as she did so with words that she probably considered friendly such as come on then you old dungbeetle or look at the old dungbeetle there never responded to being spoken to in that way but just remained where he,FranzKafka,male,early_modernism
94,charwoman just lifted up one of the chairs from near the door and stood there with her mouth open clearly intending not to close her mouth until the chair in her hand had been slammed down into gregors back arent you coming any closer then she asked when turned round again and she calmly put the chair back in the corner had almost entirely stopped eating only if he happened to find himself next to the food that had been prepared for him he might take some of it into his mouth to play with it leave it there a few hours and then more often than not spit it out again at first he thought it was distress at the state of his room that stopped him eating but he had soon got used to the changes made there they had got into the habit of putting things into this,FranzKafka,male,early_modernism
95,and so the door to this room was often kept closed in the evening but found it easy to give up having the door open he had after all often failed to make use of it when it was open and without the family having noticed it lain in his room in its darkest corner one time though the charwoman left the door to the living room slightly open and it remained open when the gentlemen who rented the room came in in the evening and the light was put on they sat up at the table where formerly had taken his meals with his father and mother they unfolded the serviettes and picked up their knives and forks gregors mother immediately appeared in the doorway with a dish of meat and soon behind her came his sister with a dish piled high with potatoes the food was steaming and filled,FranzKafka,male,early_modernism
96,up and went on tiptoe over to the door of the hallway where they stood pressed against each other someone must have heard them in the kitchen as gregors father called out is the playing perhaps unpleasant for the gentlemen we can stop it straight away on the contrary said the middle gentleman would the young lady not like to come in and play for us here in the room where it is after all much more cosy and comfortable oh yes wed love to called back father as if he had been the violin player himself the gentlemen stepped back into the room and waited gregors father soon appeared with the music stand his mother with the music and his sister with the violin she calmly prepared everything for her to begin playing his parents who had never rented a room out before and therefore showed an exaggerated courtesy towards,FranzKafka,male,early_modernism
97,in his room and flew up at the slightest movement he carried threads hairs and remains of food about on his back and sides he was much too indifferent to everything now to lay on his back and wipe himself on the carpet like he had used to do several times a day and despite this condition he was not too shy to move forward a little onto the immaculate floor of the living room noticed him though the family was totally preoccupied with the violin playing at first the three gentlemen had put their hands in their pockets and come up far too close behind the music stand to look at all the notes being played and they must have disturbed gregors sister but soon in contrast with the family they withdrew back to the window with their heads sunk and talking to each other at half volume and they,FranzKafka,male,early_modernism
98,violin playing but had been disappointed that they had had enough of the whole performance and it was only now out of politeness that they allowed their peace to be disturbed it was especially unnerving the way they all blew the smoke from their cigarettes upwards from their mouth and noses yet gregors sister was playing so beautifully her face was leant to one side following the lines of music with a careful and melancholy expression crawled a little further forward keeping his head close to the ground so that he could meet her eyes if the chance came was he an animal if music could captivate him so it seemed to him that he was being shown the way to the unknown nourishment he had been yearning for he was determined to make his way forward to his sister and tug at her skirt to show her she might come,FranzKafka,male,early_modernism
99,of some use to him he wanted to be at every door of his room at once to hiss and spit at the attackers his sister should not be forced to stay with him though but stay of her own free will she would sit beside him on the couch with her ear bent down to him while he told her how he had always intended to send her to the conservatory how he would have told everyone about it last had christmas really come and gone already if this misfortune hadnt got in the way and refuse to let anyone dissuade him from it on hearing all this his sister would break out in tears of emotion and would climb up to her shoulder and kiss her neck which since she had been going out to work she had kept free without any necklace or collar mr shouted the middle,FranzKafka,male,early_modernism
100,army we cant do much but we can make our little sacrifices and ought to do it gladly but i am afraid i dont and shook her head as she thought regretfully of all the pretty things she wanted but i dont think the little we should spend would do any good weve each got a dollar and the army wouldnt be much helped by our giving that i agree not to expect anything from mother or you but i do want to buy undine and sintran for myself ive wanted it so long said who was a bookworm i planned to spend mine in new music said with a little sigh which no one heard but the hearth brush and kettleholder i shall get a nice box of fabers drawing pencils i really need them said decidedly mother didnt say anything about our money and she wont wish us to,LouisaMayAlcott,female,victorian
101,as chaplain when he was too old to be drafted and not strong enough for a soldier said warmly dont i wish i could go as a drummer a vivanwhats its name or a nurse so i could be near him and help him exclaimed with a groan it must be very disagreeable to sleep in a tent and eat all sorts of badtasting things and drink out of a tin mug sighed will he come home asked with a little quiver in her voice not for many months dear unless he is sick he will stay and do his work faithfully as long as he can and we wont ask for him back a minute sooner than he can be spared now come and hear the letter they all drew to the fire mother in the big chair with at her feet and perched on either arm of the chair,LouisaMayAlcott,female,victorian
102,new book and began to read put her arm round her and leaning cheek to cheek read also with the quiet expression so seldom seen on her restless face how good is lets do as they do ill help you with the hard words and theyll explain things if we dont understand whispered very much impressed by the pretty books and her sisters example im glad mine is blue said and then the rooms were very still while the pages were softly turned and the winter sunshine crept in to touch the bright heads and serious faces with a christmas greeting where is mother asked as she and ran down to thank her for their gifts half an hour later goodness only knows some poor creeter came abeggin and your ma went straight off to see what was needed there never was such a woman for givin away vittles and drink,LouisaMayAlcott,female,victorian
103,been her own the girls meantime spread the table set the children round the fire and fed them like so many hungry birds laughing talking and trying to understand the funny broken english das ist gut die engelkinder cried the poor things as they ate and warmed their purple hands at the comfortable blaze the girls had never been called angel children before and thought it very agreeable especially jo who had been considered a sancho ever since she was born that was a very happy breakfast though they didnt get any of it and when they went away leaving comfort behind i think there were not in all the city four merrier people than the hungry little girls who gave away their breakfasts and contented themselves with bread and milk on christmas morning thats loving our neighbor better than ourselves and i like it said as they set out their,LouisaMayAlcott,female,victorian
104,you must have gloves or i wont go cried decidedly gloves are more important than anything else you cant dance without them and if you dont i should be so mortified then ill stay still i dont care much for company dancing its no fun to go sailing round i like to fly about and cut capers you cant ask mother for new ones they are so expensive and you are so careless she said when you spoiled the others that she shouldnt get you any more this cant you make them do i can hold them crumpled up in my hand so no one will know how stained they are thats all i can do no ill tell you how we can manage each wear one good one and carry a bad one dont you see your hands are bigger than mine and you will stretch my glove dreadfully began,LouisaMayAlcott,female,victorian
105,asked from her perch on the bed its the dampness drying replied jo what a queer smell its like burned feathers observed smoothing her own pretty curls with a superior air there now ill take off the papers and youll see a cloud of little ringlets said putting down the tongs she did take off the papers but no cloud of ringlets appeared for the hair came with the papers and the horrified hairdresser laid a row of little scorched bundles on the bureau before her victim oh oh oh what have you done im spoiled i cant go my hair oh my hair wailed looking with despair at the uneven frizzle on her forehead just my luck you shouldnt have asked me to do it i always spoil everything im so sorry but the tongs were too hot and so ive made a mess groaned poor jo regarding the little,LouisaMayAlcott,female,victorian
106,it you may laugh if you want to it is funny i know but didnt laugh he only looked down a minute and the expression of his face puzzled when he said very gently never mind that ill tell you how we can manage theres a long hall out there and we can dance grandly and no one will see us please come thanked him and gladly went wishing she had two neat gloves when she saw the nice pearlcolored ones her partner wore the hall was empty and they had a grand polka for danced well and taught her the german step which delighted jo being full of swing and when the music stopped they sat down on the stairs to get their breath and was in the midst of an account of a students festival at when appeared in search of her sister she beckoned and reluctantly followed her,LouisaMayAlcott,female,victorian
107,i should only get into another scrape if i did jo led the way and as if used to waiting on ladies drew up a little table brought a second installment of coffee and ice for jo and was so obliging that even particular pronounced him a nice boy they had a merry time over the bonbons and mottoes and were in the midst of a quiet game of buzz with two or three other young people who had strayed in when appeared forgot her foot and rose so quickly that she was forced to catch hold of jo with an exclamation of pain hush dont say anything she whispered adding aloud its nothing i turned my foot a little thats all and limped upstairs to put her things on scolded cried and was at her wits end till she decided to take things into her own hands slipping out she,LouisaMayAlcott,female,victorian
108,to take up our packs and go on sighed after the party for now the holidays were over the week of merrymaking did not fit her for going on easily with the task she never liked i wish it was christmas or new years all the time wouldnt it be fun answered jo yawning dismally we shouldnt enjoy ourselves half so much as we do now but it does seem so nice to have little suppers and bouquets and go to parties and drive home and read and rest and not work its like other people you know and i always envy girls who do such things im so fond of luxury said trying to decide which of two shabby gowns was the least shabby well we cant have it so dont let us grumble but shoulder our bundles and trudge along as cheerfully as does im sure is a regular,LouisaMayAlcott,female,victorian
109,red instead of a blue bonnet unbecoming gowns and fussy aprons that did not fit everything was good well made and little worn but amys artistic eyes were much afflicted especially this when her school dress was a dull purple with yellow dots and no trimming my only comfort she said to with tears in her eyes is that mother doesnt take tucks in my dresses whenever im naughty as mother does my dear its really dreadful for sometimes she is so bad her frock is up to her knees and she cant come to school when i think of this deggerredation i feel that i can bear even my flat nose and purple gown with yellow skyrockets on it was amys confidant and monitor and by some strange attraction of opposites jo was gentle beths to alone did the shy child tell her thoughts and over her big harumscarum sister,LouisaMayAlcott,female,victorian
110,by the earthe ear just fancy how horridand led her to the recitation platform and made her stand there half an hour holding the slate so everyone could see didnt the girls laugh at the picture asked jo who relished the scrape laugh not one they sat still as mice and cried quarts i know she did i didnt envy her then for i felt that millions of carnelian rings wouldnt have made me happy after that i never never should have got over such a agonizing mortification and went on with her work in the proud consciousness of virtue and the successful utterance of two long words in a breath i saw something i liked this morning and i meant to tell it at dinner but i forgot said putting jos topsyturvy basket in order as she talked when i went to get some oysters for was in the fish,LouisaMayAlcott,female,victorian
111,mr cutter the fishman a poor woman came in with a pail and a mop and asked mr cutter if he would let her do some scrubbing for a bit of fish because she hadnt any dinner for her children and had been disappointed of a days work mr cutter was in a hurry and said no rather crossly so she was going away looking hungry and sorry when mr hooked up a big fish with the crooked end of his cane and held it out to her she was so glad and surprised she took it right into her arms and thanked him over and over he told her to go along and cook it and she hurried off so happy wasnt it good of him oh she did look so funny hugging the big slippery fish and hoping mr bed in heaven would be aisy when they had laughed,LouisaMayAlcott,female,victorian
112,you all around the table with your mother her face is right opposite and it looks so sweet behind the flowers i cant help watching it i havent got any mother you know and poked the fire to hide a little twitching of the lips that he could not control the solitary hungry look in his eyes went straight to jos warm heart she had been so simply taught that there was no nonsense in her head and at fifteen she was as innocent and frank as any child was sick and lonely and feeling how rich she was in home and happiness she gladly tried to share it with him her face was very friendly and her sharp voice unusually gentle as she said well never draw that curtain any more and i give you leave to look as much as you like i just wish though instead of peeping,LouisaMayAlcott,female,victorian
113,and told how her visit came about you think he needs cheering up a bit do you yes sir he seems a little lonely and young folks would do him good perhaps we are only girls but we should be glad to help if we could for we dont forget the splendid christmas present you sent us said tut tut that was the boys affair how is the poor woman doing nicely sir and off went jo talking very fast as she told all about the hummels in whom her mother had interested richer friends than they were just her fathers way of doing good i shall come and see your mother some fine day tell her so theres the tea bell we have it early on the boys account come down and go on being neighborly if youd like to have me sir shouldnt ask you if i didnt and,LouisaMayAlcott,female,victorian
114,the change in his grandson did not escape him there was color light and life in the boys face now vivacity in his manner and genuine merriment in his laugh shes right the lad is lonely ill see what these little girls can do for him thought mr as he looked and listened he liked jo for her odd blunt ways suited him and she seemed to understand the boy almost as well as if she had been one herself if the laurences had been what called prim and poky she would not have got on at all for such people always made her shy and awkward but finding them free and easy she was so herself and made a good impression when they rose she proposed to go but said he had something more to show her and took her away to the conservatory which had been lighted for her,LouisaMayAlcott,female,victorian
115,always playing truant and running over to the marches never mind let him take a holiday and make it up afterward said the old gentleman the good lady next door says he is studying too hard and needs young society amusement and exercise i suspect she is right and that ive been coddling the fellow as if id been his grandmother let him do what he likes as long as he is happy he cant get into mischief in that little nunnery over there and is doing more for him than we can what good times they had to be sure such plays and tableaux such sleigh rides and skating frolics such pleasant evenings in the old parlor and now and then such gay little parties at the great house could walk in the conservatory whenever she liked and revel in bouquets jo browsed over the new library voraciously and convulsed,LouisaMayAlcott,female,victorian
116,wouldnt some of your girls like to run over and practice on it now and then just to keep it in tune you know maam took a step forward and pressed her hands tightly together to keep from clapping them for this was an irresistible temptation and the thought of practicing on that splendid instrument quite took her breath away could reply mr went on with an odd little nod and smile they neednt see or speak to anyone but run in at any time for im shut up in my study at the other end of the house is out a great deal and the servants are never near the drawing room after nine oclock here he rose as if going and made up her mind to speak for that last arrangement left nothing to be desired please tell the young ladies what i say and if they dont care,LouisaMayAlcott,female,victorian
117,end chapter seven amys valley of humiliation that boy is a perfect cyclops isnt he said one day as clattered by on horseback with a flourish of his whip as he passed how dare you say so when hes got both his eyes and very handsome ones they are too cried jo who resented any slighting remarks about her friend i didnt say anything about his eyes and i dont see why you need fire up when i admire his riding oh my goodness that little goose means a centaur and she called him a cyclops exclaimed with a burst of laughter you neednt be so rude its only a lapse of lingy as mr says retorted with her latin i just wish i had a little of the money spends on that horse she added as if to herself yet hoping her sisters would hear why asked kindly for jo,LouisaMayAlcott,female,victorian
118,elegant but not to show off or get perked up said thoughtfully these things are always seen and felt in a persons manner and conversations if modestly used but it is not necessary to display them said mrs more than its proper to wear all your bonnets and gowns and ribbons at once that folks may know youve got them added and the lecture ended in a laugh chapter eight jo meets apollyon girls where are you going asked coming into their room one and finding them getting ready to go out with an air of secrecy which excited her curiosity never mind little girls shouldnt ask questions returned jo sharply now if there is anything mortifying to our feelings when we are young it is to be told that and to be bidden to run away dear is still more trying to us bridled up at this insult and determined,LouisaMayAlcott,female,victorian
119,so deeply injured that she really couldnt quite forgive yet so she winked hard shook her head and said gruffly because was listening it was an abominable thing and she doesnt deserve to be forgiven with that she marched off to bed and there was no merry or confidential gossip that night was much offended that her overtures of peace had been repulsed and began to wish she had not humbled herself to feel more injured than ever and to plume herself on her superior virtue in a way which was particularly exasperating still looked like a thunder cloud and nothing went well all day it was bitter cold in the morning she dropped her precious turnover in the gutter aunt had an attack of the fidgets was sensitive would look grieved and wistful when she got home and kept making remarks about people who were always talking about being good,LouisaMayAlcott,female,victorian
120,that little gesture and kind look saw that her mothers eyes filled and her lips trembled as she spoke and fearing that she had said too much she whispered anxiously was it wrong to watch you and to speak of it i didnt mean to be rude but its so comfortable to say all i think to you and feel so safe and happy here my jo you may say anything to your mother for it is my greatest happiness and pride to feel that my girls confide in me and know how much i love them i thought id grieved you no dear but speaking of father reminded me how much i miss him how much i owe him and how faithfully i should watch and work to keep his little daughters safe and good for him yet you told him to go mother and didnt cry when he went,LouisaMayAlcott,female,victorian
121,caps wont match the plain gowns without any trimming on them poor folks shouldnt rig said decidedly i wonder if i shall ever be happy enough to have real lace on my clothes and bows on my caps said impatiently you said the other day that youd be perfectly happy if you could only go to observed in her quiet way so i did well i am happy and i wont fret but it does seem as if the more one gets the more one wants doesnt it there now the trays are ready and everything in but my ball dress which i shall leave for mother to pack said cheering up as she glanced from the halffilled trunk to the many times pressed and mended white tarlaton which she called her ball dress with an important air the next day was fine and departed in style for a fortnight of,LouisaMayAlcott,female,victorian
122,proud and her pride was useful just then for it helped her hide her mortification anger and disgust at what she had just heard for innocent and unsuspicious as she was she could not help understanding the gossip of her friends she tried to forget it but could not and kept repeating to herself mrs m has made her plans that fib about her mamma and dowdy tarlaton till she was ready to cry and rush home to tell her troubles and ask for advice as that was impossible she did her best to seem gay and being rather excited she succeeded so well that no one dreamed what an effort she was making she was very glad when it was all over and she was quiet in her bed where she could think and wonder and fume till her head ached and her hot cheeks were cooled by a few,LouisaMayAlcott,female,victorian
123,himself for he felt a brotherly sort of right to watch over the marches and fight their battles whenever a defender was needed youll have a splitting headache tomorrow if you drink much of that i wouldnt your mother doesnt like it you know he whispered leaning over her chair as turned to refill her glass and stooped to pick up her fan im not tonight im a doll who does all sorts of crazy things tomorrow i shall put away my fuss and feathers and be desperately good again she answered with an affected little laugh wish tomorrow was here then muttered walking off illpleased at the change he saw in her danced and flirted chattered and giggled as the other girls did after she undertook the german and blundered through it nearly upsetting her partner with her long skirt and romping in a way that scandalized who looked on,LouisaMayAlcott,female,victorian
124,jo better be happy old maids than unhappy wives or unmaidenly girls running about to find husbands said mrs decidedly dont be troubled meg poverty seldom daunts a sincere lover some of the best and most honored women i know were poor girls but so loveworthy that they were not allowed to be old maids leave these things to time make this home happy so that you may be fit for homes of your own if they are offered you and contented here if they are not one thing remember my girls mother is always ready to be your confidant father to be your friend and both of us hope and trust that our daughters whether married or single will be the pride and comfort of our lives we will marmee we will cried both with all their hearts as she bade them good night chapter ten the pc and po,LouisaMayAlcott,female,victorian
125,end unmask and receive my blessing but neither bent the knee for the young bridegroom replied in a tone that startled all listeners as the mask fell disclosing the noble face of the artist lover and leaning on the breast where now flashed the star of an english earl was the lovely radiant with joy and beauty my lord you scornfully bade me claim your daughter when i could boast as high a name and vast a fortune as the count antonio i can do more for even your ambitious soul cannot refuse the and de vere when he gives his ancient name and boundless wealth in return for the beloved hand of this fair lady now my wife the count stood like one changed to stone and turning to the bewildered crowd added with a gay smile of triumph to you my gallant friends i can only wish that your,LouisaMayAlcott,female,victorian
126,amused himself by sending odd bundles mysterious messages and funny telegrams and his gardener who was smitten with hannahs charms actually sent a love letter to jos care how they laughed when the secret came out never dreaming how many love letters that little post office would hold in the years to come chapter eleven experiments the first of the kings are off to the seashore tomorrow and im free three months vacationhow i shall enjoy it exclaimed meg coming home one warm day to find jo laid upon the sofa in an unusual state of exhaustion while took off her dusty boots and made lemonade for the refreshment of the whole party aunt for which oh be joyful said jo i was mortally afraid shed ask me to go with her if she had i should have felt as if i ought to do it but is about as gay,LouisaMayAlcott,female,victorian
127,a lobster for a relish as says well have lettuce and make a salad i dont know how but the book tells ill have blanc mange and strawberries for dessert and coffee too if you want to be elegant dont try too many messes jo for you cant make anything but gingerbread and molasses candy fit to eat i wash my hands of the dinner party and since you have asked on your own responsibility you may just take care of him i dont want you to do anything but be civil to him and help to the pudding youll give me your advice if i get in a muddle wont you asked jo rather hurt yes but i dont know much except about bread and a few trifles you had better ask mothers leave before you order anything returned prudently of course i shall im not a fool and went,LouisaMayAlcott,female,victorian
128,and i want to have a jolly time if its fine im going to pitch my tent in and row up the whole crew to lunch and croquethave a fire make messes gypsy fashion and all sorts of larks they are nice people and like such things will go to keep us boys steady and will play propriety for the girls i want you all to come cant let beth off at any price and nobody shall worry her dont bother about rations ill see to that and everything else only do come theres a good fellow in a tearing hurry yours ever richness cried jo flying in to tell the news to meg of course we can go mother it will be such a help to for i can row and see to the lunch and the children be useful in some way i hope the are not fine grownup,LouisaMayAlcott,female,victorian
129,honor went to preside over the coffeepot while the children collected dry sticks and the boys made a fire and got water from a near by miss sketched and talked to who was making little mats of braided rushes to serve as plates the commander in chief and his aides soon spread the tablecloth with an inviting array of eatables and drinkables prettily decorated with green leaves announced that the coffee was ready and everyone settled themselves to a hearty meal for youth is seldom dyspeptic and exercise develops wholesome appetites a very merry lunch it was for everything seemed fresh and funny and frequent peals of laughter startled a venerable horse who fed near by there was a pleasing inequality in the table which produced many mishaps to cups and plates acorns dropped in the milk little black ants partook of the refreshments without being invited and fuzzy caterpillars swung,LouisaMayAlcott,female,victorian
130,at once didnt you cheat at croquet well yes a little bit good didnt you take your story out of the sea lion said dont you think the english nation perfect in every respect asked sallie i should be ashamed of myself if i didnt a true you shall have a chance without waiting to draw ill harrrow up your feelings first by asking if you dont think you are something of a flirt said as nodded to as a sign that peace was declared you impertinent boy of course im not exclaimed with an air that proved the contrary what do you hate most asked fred spiders and rice pudding what do you like best asked jo dancing and french gloves well i think truth is a very silly play lets have a sensible game of authors to refresh our minds proposed and the little girls joined in this and,LouisaMayAlcott,female,victorian
131,but her eyes added and what becomes of you yes its high time he went for he is ready and as soon as he is off i shall turn soldier i am needed i am glad of that exclaimed meg i should think every young man would want to go though it is hard for the mothers and sisters who stay at home she added sorrowfully i have neither and very few friends to care whether i live or die said rather bitterly as he absently put the dead rose in the hole he had made and covered it up like a little grave and his grandfather would care a great deal and we should all be very sorry to have any harm happen to you said heartily thank you that sounds pleasant began mr looking cheerful again but before he could finish his speech ned mounted on the old horse,LouisaMayAlcott,female,victorian
132,her pink dress among the green was sorting the cones that lay thick under the hemlock near by for she made pretty things with them was sketching a group of ferns and was knitting as she read aloud a shadow passed over the boys face as he watched them feeling that he ought to go away because uninvited yet lingering because home seemed very lonely and this quiet party in the woods most attractive to his restless spirit he stood so still that a squirrel busy with its harvesting ran down a pine close beside him saw him suddenly and skipped back scolding so shrilly that looked up espied the wistful face behind the birches and beckoned with a reassuring smile may i come in please or shall i be a bother he asked advancing slowly meg lifted her eyebrows but scowled at her defiantly and said at once of course,LouisaMayAlcott,female,victorian
