,text,author,sex,period
412,and their slovenly huts in times of slower growth man did not enter a situation without a certain preparation or adaptedness to it he drew from it if not to the poetical extent at least in some proportion its moral and its meaning the woodcutter did not cut down so many trees a day that the hamadryads had not time to make their plaints heard the shepherd tended his sheep and did no jobs or chores the while the idyl had a chance to grow up and modulate his oaten pipe but now the poet must be at the whole expense of the poetry in describing one of these positions the worker is a true midas to the gold he makes the poet must describe as the painter sketches irish peasant girls and danish fishwives adding the beauty and leaving out the dirt i come to the west prepared for the,MargaretFuller,female,transcendentalism
413,those of the blueberry passing along still further i thought it would be well if the crowds assembled to stare from the various landings were still confined to the kinnickkinnick for almost all had tobacco written on their faces their cheeks rounded with plugs their eyes dull with its fumes we reached chicago on the evening of the sixth day having been out five days and a half a rather longer passage than usual at a favorable season of the year chicago june 20 there can be no two places in the world more completely thoroughfares than this place and buffalo they are the two correspondent valves that open and shut all the time as the lifeblood rushes from east to west and back again from west to east since it is their office thus to be the doors and let in and out it would be unfair to expect from,MargaretFuller,female,transcendentalism
414,made it necessary for me so to do i read all the books i could find about the new region which now began to become real to me all the books about the indians a paltry collection truly yet which furnished material for many thoughts the most narrowminded and awkward recital still bears some lineaments of the great features of this nature and the races of men that illustrated them catlins book is far the best i was afterwards assured by those acquainted with the regions he describes that he is not to be depended on for the accuracy of his facts and indeed it is obvious without the aid of such assertions that he sometimes yields to the temptation of making out a story they admitted however what from my feelings i was sure of that he is true to the spirit of the scene and that a far better,MargaretFuller,female,transcendentalism
415,and was charmed by their accuracy and clear broad tone he is the only englishman that seems to have traversed these regions as man simply not as john bull he deserves to belong to an aristocracy for he showed his title to it more when left without a guide in the wilderness than he can at the court of victoria he has himself no poetic force at description but it is easy to make images from his hints yet we believe the indian cannot be looked at truly except by a poetic eye the pawnees no doubt are such as he describes them filthy in their habits and treacherous in their character but some would have seen and seen truly more beauty and dignity than he does with all his manliness and fairness of mind however his one fine old man is enough to redeem the rest and is perhaps the,MargaretFuller,female,transcendentalism
416,is though the incidents have an air of originality and pertinence to the occasion that gives us confidence that they have not been altered the phraseology in which they were expressed has been entirely set aside and the flimsy graces common to the style of annuals and souvenirs substituted for the spartan brevity and sinewy grasp of indian speech we can just guess what might have been there as we can detect the fine proportions of the brave whom the bad taste of some white patron has arranged in frockcoat hat and pantaloons the few stories mrs jameson wrote out though to these also a sentimental air has been given offend much less in that way than is common in this book what would we give for a completely faithful version of some among them yet with all these drawbacks we cannot doubt from internal evidence that they truly ascribe to,MargaretFuller,female,transcendentalism
417,of the lakes to come to this monotony of land with all around a limitless horizonto walk and walk and run but never climb oh it was too dreary for any but a hollander to bear how the eye greeted the approach of a sail or the smoke of a steamboat it seemed that any thing so animated must come from a better land where mountains gave religion to the scene the only thing i liked at first to do was to trace with slow and unexpecting step the narrow margin of the lake sometimes a heavy swell gave it expression at others only its varied coloring which i found more admirable every day and which gave it an air of mirage instead of the vastness of ocean then there was a grandeur in the feeling that i might continue that walk if i had any sevenleagued mode of conveyance to,MargaretFuller,female,transcendentalism
418,may judge whether years of dullness might not by these bright days be redeemed and a sweetness be shed over all thoughts of the west the first day brought us through woods rich in the moccasin flower and lupine and plains whose soft expanse was continually touched with expression by the slow moving clouds which sweep over with their shadows and beneath the surface rolls and fluctuates to the eye dark hollows seem to glide along and chase the sunny ridges to the banks of the fox river a sweet and graceful stream we reached geneva just in time to escape being drenched by a violent thunder shower whose rise and disappearance threw expression into all the features of the scene geneva reminds me of a new england village as indeed there and in the neighborhood are many new englanders of an excellent stamp generous intelligent discreet and seeking to win,MargaretFuller,female,transcendentalism
419,for some really wild and western place a post in the buffalo country their no less beautiful mother was of welsh descent and the eldest child bore the name of gwynthleon perhaps there she will meet with some young descendants of madoc to be her friends at any rate her looks may retain that sweet wild beauty that is soon made to vanish from eyes which look too much on shops and streets and the vulgarities of city parties next day we crossed the river we ladies crossed on a little footbridge from which we could look down the stream and see the wagon pass over at the ford a black thunder cloud was coming up the sky and waters heavy with expectation the motion of the wagon with its white cover and the laboring horses gave just the due interest to the picture because it seemed as if they would,MargaretFuller,female,transcendentalism
420,no fastening to prevent their return however our host kindly requested we would call him if they did as he had conquered them for us and would do so again we had also rather hard couches mine was the supper table but we yankees born to rove were altogether too much fatigued to stand upon trifles and slept as sweetly as we would in the bigly bower of any baroness but i think england sat up all night wrapped in her blanket shawl and with a neat lace cap upon her head so that she would have looked perfectly the lady if any one had come in shuddering and listening i know that she was very ill next day in requital she watched as her parent country watches the seas that nobody may do wrong in any case and deserved to have met some interruption she was so well prepared however,MargaretFuller,female,transcendentalism
421,english in all the ornamental arts of life especially in landscape gardening that the villas and castles seem to have been burnt the enclosures taken down but the velvet lawns the flower gardens the stately parks scattered at graceful intervals by the decorous hand of art the frequent deer and the peaceful herd of cattle that make picture of the plain all suggest more of the masterly mind of man than the prodigal but careless motherly love of nature especially is this true of the rock river country the river flows sometimes through these parks and lawns then betwixt high bluffs whose grassy ridges are covered with fine trees or broken with crumbling stone that easily assumes the forms of buttress arch and clustered columns along the face of such crumbling rocks swallows nests are clustered thick as cities and eagles and deer do not disdain their summits one morning out,MargaretFuller,female,transcendentalism
422,rustling at daybreak by these bright clear waters stretching out in such smiling promise where no sound broke the deep and blissful seclusion unless now and then this rustling or the plash of some fish a little gayer than the others it seemed not necessary to have any better heaven or fuller expression of love and freedom than in the mood of nature here then leaving the bank you would walk far and far through long grassy paths full of the most brilliant also the most delicate flowers the brilliant are more common on the prairie but both kinds loved this place amid the grass of the lawn with a profusion of wild strawberries we greeted also a familiar love the scottish harebell the gentlest and most touching form of the flowerworld the master of the house was absent but with a kindness beyond thanks had offered us a resting place,MargaretFuller,female,transcendentalism
423,sound they made which should have indicated all the beauty over which their wings bore them i will here insert a few lines left at this house on parting which feebly indicate some of the features familiar to the childish mind were tales of rockgirt isles amid a desert sea where unexpected stretch the flowery vales to soothe the shipwrecked sailors misery fainting he lay upon a sandy shore and fancied that all hope of life was oer but let him patient climb the frowning wall within the orange glows beneath the palm tree tall and all that eden boasted waits his call almost these tales seem realized today when the long dullness of the sultry way where independent settlers careless cheer made us indeed feel we were strangers here is cheered by sudden sight of this fair spot on which improvement yet has made no blot but nature allastonished stands,MargaretFuller,female,transcendentalism
424,an endless creek seemed to divert itself with our attempts to cross it failing in this the next best was to whirl down a steep bank which feat our charioteer performed with an air not unlike that of rhesus had he but been as suitably furnished with chariot and steeds at last after wasting some two or three hours on the short cut we got out by following an indian trailblack hawks how fair the scene through which it led how could they let themselves be conquered with such a country to fight for afterwards in the wide prairie we saw a lively picture of nonchalance to speak in the fashion of dear ireland there in the wide sunny field with neither tree nor umbrella above his head sat a pedler with his pack waiting apparently for customers he was not disappointed we bought what hold in regard to the human,MargaretFuller,female,transcendentalism
425,bent in reverence beside the flaxen head at oregon the beauty of the scene was of even a more sumptuous character than at our former stopping place here swelled the river in its boldest course interspersed by halcyon isles on which nature had lavished all her prodigality in tree vine and flower banked by noble bluffs three hundred feet high their sharp ridges as exquisitely definite as the edge of a shell their summits adorned with those same beautiful trees and with buttresses of rich rock crested with old hemlocks which wore a touching and antique grace amid the softer and more luxuriant vegetation lofty natural mounds rose amidst the rest with the same lovely and sweeping outline showing everywhere the plastic power of waterwater mother of beauty which by its sweet and eager flow had left such lineaments as human genius never dreamt of not far from the river was,MargaretFuller,female,transcendentalism
426,of this country was to me enchanting beyond any i have ever seen from its fullness of expression its bold and impassioned sweetness here the flood of emotion has passed over and marked everywhere its course by a smile the fragments of rock touch it with a wildness and liberality which give just the needed relief i should never be tired here though i have elsewhere seen country of more secret and alluring charms better calculated to stimulate and suggest here the eye and heart are filled how happy the indians must have been here it is not long since they were driven away and the ground above and below is full of their traces the earth is full of men you have only to turn up the sod to find arrowheads and indian pottery on an island belonging to our host and nearly opposite his house they loved to stay,MargaretFuller,female,transcendentalism
427,folks that never saw this spot never swept an enraptured gaze over the prospect that stretched beneath i do believe rome and florence are suburbs compared to this capital of natures art the bluff was decked with great bunches of a scarlet variety of the milkweed like cut coral and all starred with a mysteriouslooking dark flower whose cup rose lonely on a tall stem this had for two or three days disputed the ground with the lupine and phlox my companions disliked i liked it here i thought of or rather saw what the greek expresses under the form of joves darling ganymede and the following stanzas took form ganymede to his eagle suggested by a work of thorwaldsens composed on the height called the eagles nest oregon rock river july 4th 1843 upon the rocky mountain stood the boy a goblet of pure water in his hand his face,MargaretFuller,female,transcendentalism
428,are the tomb and as the eager fountain rises higher to throw itself more strongly back to earth still as more sweet and full rose my desire more fondly it reverted to its birth for what the rosebud seeks tells not the rose the meaning foretold by the boy the man cannot disclose i was all spring for in my being dwelt eternal youth where flowers are the fruit full feeling was the thought of what was felt its music was the meaning of the lute but heaven and earth such life will still deny for earth divorced from heaven still asks the question why upon the highest mountains my young feet ached that no pinions from their lightness grew my starlike eyes the stars would fondly greet yet win no greeting from the circling blue fair selfsubsistent each in its own sphere they had no care that there was none,MargaretFuller,female,transcendentalism
429,jove and strike sometimes the sacred spire and strike the sacred grove come in a moment in a moment gone they answered me then left me still more lone they told me that the thought which ruled the world as yet no sail upon its course had furled that the creation was but just begun new leaves still leaving from the primal one but spoke not of the goal to which my rapid wheels would run still still my eyes though tearfully i strained to the far future which my heart contained and no dull doubt my proper hope profaned at last o bliss thy living form i spied then a mere speck upon a distant sky yet my keen glance discerned its noble pride and the full answer of that sunfilled eye i knew it was the wing that must upbear my earthlier form into the realms of air thou,MargaretFuller,female,transcendentalism
430,or with omen more benign to give its due weight to the righteous cause to express the verdict of olympian laws and i to wait upon the lonely spring which slakes the thirst of bards to whom tis given the destined dues of hopes divine to sing and weave the needed chain to bind to heaven only from such could be obtained a draught for him who in his early home from joves own cup has quaffed to wait to wait but not to wait too long till heavy grows the burthen of a song o bird too long hast thou been gone today my feet are weary of their frequent way the spell that opes the spring my tongue no more can say if soon thou comst not night will fall around my head with a sad slumber will be bound and the pure draught be spilt upon the ground,MargaretFuller,female,transcendentalism
431,delphian vigor mine o make them not too hard thou bird of jove answer the striplings hope confirm his love receive the service in which he delights and bear him often to the serene heights where hands that were so prompt in serving thee shall be allowed the highest ministry and rapture live with bright fidelity the afternoon was spent in a very different manner the family whose guests we were possessed a gay and graceful hospitality that gave zest to each moment they possessed that rare politeness which while fertile in pleasant expedients to vary the enjoyment of a friend leaves him perfectly free the moment he wishes to be so with such hosts pleasure may be combined with repose they lived on the bank opposite the town and as their house was full we slept in the town and passed three days with them passing to and fro morning,MargaretFuller,female,transcendentalism
432,not yet to be had without effort disproportionate to their value but where there is so great a counterpoise cannot these be given up once for all if the houses are imperfectly built they can afford immense fires and plenty of covering if they are small who careswith such fields to roam in in winter it may be borne in summer is of no consequence with plenty of fish and game and wheat can they not dispense with a baker to bring muffins hot every morning to the door for their breakfast here a man need not take a small slice from the landscape and fence it in from the obtrusions of an uncongenial neighbor and there cut down his fancies to miniature improvements which a chicken could run over in ten minutes he may have water and wood and land enough to dread no incursions on his prospect from some,MargaretFuller,female,transcendentalism
433,those of nature here whole families might live together if they would the sons might return from their pilgrimages to settle near the parent hearth the daughters might find room near their mother those painful separations which already desecrate and desolate the atlantic coast are not enforced here by the stern need of seeking bread and where they are voluntary it is no matter to me too used to the feelings which haunt a society of struggling men it was delightful to look upon a scene where nature still wore her motherly smile and seemed to promise room not only for those favored or cursed with the qualities best adapting for the strifes of competition but for the delicate the thoughtful even the indolent or eccentric she did not say fight or starve nor even work or cease to exist but merely showing that the apple was a finer fruit than,MargaretFuller,female,transcendentalism
434,pleasure are fewer when they can leave the housework they have not learnt to ride to drive to row alone their culture has too generally been that given to women to make them the ornaments of society they can dance but not draw talk french but know nothing of the language of flowers neither in childhood were allowed to cultivate them lest they should tan their complexions accustomed to the pavement of broadway they dare not tread the wildwood paths for fear of rattlesnakes seeing much of this joylessness and inaptitude both of body and mind for a lot which would be full of blessings for those prepared for it we could not but look with deep interest on the little girls and hope they would grow up with the strength of body dexterity simple tastes and resources that would fit them to enjoy and refine the western farmers life but,MargaretFuller,female,transcendentalism
435,cheeks sunken in the absence of parties morning visits and milliners shops as to music i wish i could see in such places the guitar rather than the piano and good vocal more than instrumental music the piano many carry with them because it is the fashionable instrument in the eastern cities even there it is so merely from the habit of imitating europe for not one in a thousand is willing to give the labor requisite to ensure any valuable use of the instrument but out here where the ladies have so much less leisure it is still less desirable add to this they never know how to tune their own instruments and as persons seldom visit them who can do so these pianos are constantly out of tune and would spoil the ear of one who began by having any the guitar or some portable instrument which requires less,MargaretFuller,female,transcendentalism
436,those who are constantly together can learn to sing in perfect accord all the practice it needs after some good elementary instruction is such as meetings by summer twilight and evening firelight naturally suggest and as music is an universal language we cannot but think a fine italian duet would be as much at home in the log cabin as one of mrs gores novels the sixth july we left this beautiful place it was one of those rich days of bright sunlight varied by the purple shadows of large sweeping clouds many a backward look we cast and left the heart behind our journey today was no less delightful than before still all new boundless limitless kinmont says that limits are sacred that the greeks were in the right to worship a god of limits i say that what is limitless is alone divine that there was neither wall nor,MargaretFuller,female,transcendentalism
437,apollos darling the ladies of our hosts family at oregon when they first went there after all the pains and plagues of building and settling found their first pastime in opening one of these mounds in which they found i think three of the departed seated in the indian fashion one of these same ladies as she was making bread one winter morning saw from the window a deer directly before the house she ran out with her hands covered with dough calling the others and they caught him bodily before he had time to escape here at kishwaukie we received a visit from a ragged and barefoot but brighteyed gentleman who seemed to be the intellectual loafer the walking wills coffeehouse of the place he told us many charming snake stories among others of himself having seen seventeen young ones reenter the mother snake on the intrusion of a visiter,MargaretFuller,female,transcendentalism
438,lawns through which a stately river ran i had no guidebook kept no diary do not know how many miles we travelled each day nor how many in all what i got from the journey was the poetic impression of the country at large it is all i have aimed to communicate the narrative might have been made much more interesting as life was at the time by many piquant anecdotes and tales drawn from private life but here courtesy restrains the pen for i know those who received the stranger with such frank kindness would feel ill requited by its becoming the means of fixing many spyglasses even though the scrutiny might be one of admiring interest upon their private homes for many of these too i was indebted to a friend whose property they more lawfully are this friend was one of those rare beings who are equally at,MargaretFuller,female,transcendentalism
439,so musical so free within romantic forest aisles within romantic paths we walked i bathed me in her sister smiles i breathed her beauty as we talked so fullorbed cynthia walks the skies filling the earth with melodies even so she condescends to kiss drowsy endymions coarse and dull or fills our waking souls with bliss making long nights too beautiful iii o fair but fickle ladymoon why must thy full form ever wane o love o friendship why so soon must your sweet light recede again i wake me in the dead of night and startfor through the misty gloom red hecate staresa boding sight looks in but never fills my room thou music of my boyhoods hour thou shining light on manhoods way no more dost thou fair influence shower to move my soul by night or day o strange that while in hall and street thy hand i,MargaretFuller,female,transcendentalism
440,that past day grateful images of unshattered repose simple in your tranquillity strong in your selfpossession yet ever musical and springing as the footsteps of a child ah that to some poet whose lyre had never lost a string to whom mortality kinder than is her custom had vouchsafed a day whose down had been untouchedthat to him these plains might enter and flow forth in airy song and you forests under whose symmetrical shields of dark green the colors of the fawns move like the waters of the river under its spearsits cimeters of flag where in gleaming circles of steel the breasts of the woodpigeons flash in the playful sunbeam and many sounds many notes of no earthly music come over the wellrelieved gladesshould not your depth pass into that poets heartin your depths should he not fuse his own the other letters show the painters eye as this,MargaretFuller,female,transcendentalism
441,steps toward the bluffs they are covered with forest not like our forests tangled and impassable but where the trees stand fair and apart from one another so that you might ride every where about on horseback and the tops of the hills are generally bald and covered with green turf like our pastures indeed the whole country reminds me perpetually of one that has been carefully cultivated by a civilized people who had been suddenly removed from the earth with all the works of their hands and the land given again into natures keeping the solitudes are not savage they have not that dreary stony loneliness that used to affect me in our own country they never repel there are no lonely heights no isolated spots but all is gentle mild invitingall is accessible in following this winding hilly road for four or five miles i think i counted at,MargaretFuller,female,transcendentalism
442,and clasp the figure it is gone and some illomened ghastly vision comes to bid beware and not too curiously demand the secrets of that distant world whose shadow haunts meon the waves below but now i gazed warmed with the setting sun who sent his golden streamers to my feet it seemed a pathway to a world beyond and i looked round if that my spirit beckoned that i might follow it solitary dreams all my son yes even so i dreamed and even so was thwarted you must learn to dream another long and troublous dream the dream of life and you shall think you wake and think the shadows substance love and hate exchange and barter joy and weep and dance and this too shall be dream traveller oh who can say where lies the boundary what solid things that daily mock our senses shall dissolve before the,MargaretFuller,female,transcendentalism
443,for a young man he could not make himself felt could not see the effects of his exertions as he could hereto be sure he could not here he comes like a yankee farmer with all the knowledge that our hard soil and laborious cultivation could give him and what wonder if he is surprised at the work of his own hands when he comes to such a soil as this but he feeds not so many mouths though he tills more acres the plants he raises have not so exquisite a form the vegetables so fine a flavor his cultivation becomes more negligent he is not so good a farmer is not this a true view it strikes me continually the traces of a mans hand in a new country are rarely productive of beauty it is a cutting down of forest trees to make zigzag fences the most picturesque,MargaretFuller,female,transcendentalism
444,she had now been unfortunately committed for some time to the mercies of a boardingschool a strange bird she proved therea lonely swallow that could not make for itself a summer at first her schoolmates were captivated with her ways her love of wild dances and sudden song her freaks of passion and of wit she was always new always surprising and for a time charming but after awhile they tired of her she could never be depended on to join in their plans yet she expected them to follow out hers with their whole strength she was very loving even infatuated in her own affections and exacted from those who had professed any love for her the devotion she was willing to bestow yet there was a vein of haughty caprice in her character a love of solitude which made her at times wish to retire entirely and at these,MargaretFuller,female,transcendentalism
445,many parts with strange catchwords and burdens that seemed to act with mystical power on her own fancy sometimes stimulating her to convulse the hearer with laughter sometimes to melt him to tears when her power began to languish she would spin again till fired to recommence her singular drama into which she wove figures from the scenes of her earlier childhood her companions and the dignitaries she sometimes saw with fantasies unknown to life unknown to heaven or earth this excitement as may be supposed was not good for her it oftenest came on in the evening and often spoiled her sleep she would wake in the night and cheat her restlessness by inventions that teazed while they sometimes diverted her companions she was also a sleepwalker and this one trait of her case did somewhat alarm her guardians who otherwise showed the same profound stupidity as to this peculiar,MargaretFuller,female,transcendentalism
446,by the restraints and narrow routine of the boarding school she was always devising means to break in upon it she had a taste which would have seemed ludicrous to her mates if they had not felt some awe of her from a touch of genius and power that never left her for costume and fancy dresses always some sash twisted about her some drapery something odd in the arrangement of her hair and dress so that the methodical preceptress dared not let her go out without a careful scrutiny and remodelling whose soberizing effects generally disappeared the moment she was in the free air at last a vent for her was found in private theatricals play followed play and in these and the rehearsals she found entertainment congenial with her the principal parts as a matter of course fell to her lot most of the good suggestions and arrangements came,MargaretFuller,female,transcendentalism
447,servants could not suppress a titter when warren hastings stood at the bar of westminster hallwhen the methodist preacher walked through a line of men each of whom greeted him with a brickbat or a rotten egg they had some preparation for the crisis and it might not be very difficult to meet it with an impassive brow our little girl was quite unprepared to find herself in the midst of a world which despised her and triumphed in her disgrace she had ruled like a queen in the midst of her companions she had shed her animation through their lives and loaded them with prodigal favors nor once suspected that a powerful favorite might not be loved now she felt that she had been but a dangerous plaything in the hands of those whose hearts she never had doubted yet the occasion found her equal to it for mariana had,MargaretFuller,female,transcendentalism
448,intimacy in the circle where she lived and could not but rule for she was one whose nature was to that of the others as fire to clay it was at this time that i came to the school and first saw mariana me she charmed at once for i was a sentimental child who in my early ill health had been indulged in reading novels till i had no eyes for the common greens and browns of life the heroine of one of these the bandits bride i immediately saw in mariana surely the bandits bride had just such hair and such strange lively ways and such a sudden flash of the eye the bandits bride too was born to be misunderstood by all but her lover but mariana i was determined should be more fortunate for until her lover appeared i myself would be the wise and delicate being,MargaretFuller,female,transcendentalism
449,too strong to be resisted i could not bear the thought of this second disgrace of my shining favorite the first had been whispered to me though the girls did not like to talk about it i must confess such is the charm of strength to softer natures that neither of these crises could deprive mariana of hers in my eyes at first she defended herself with selfpossession and eloquence but when she found she could no more resist the truth she suddenly threw herself down dashing her head with all her force against the iron hearth on which a fire was burning and was taken up senseless the affright of those present was great now that they had perhaps killed her they reflected it would have been as well if they had taken warning from the former occasion and approached very carefully a nature so capable of any extreme after,MargaretFuller,female,transcendentalism
450,she made no reply the lady burst into tears but mariana did not seem even to observe it the lady then said o my child do not despair do not think that one great fault can mar a whole life let me trust you let me tell you the griefs of my sad life i will tell to you mariana what i never expected to impart to any one and so she told her tale it was one of pain of shame borne not for herself but for one near and dear as herself mariana knew the lady knew the pride and reserve of her nature she had often admired to see how the cheek lovely but no longer young mantled with the deepest blush of youth and the blue eyes were cast down at any little emotion she had understood the proud sensibility of the character she fixed her eyes,MargaretFuller,female,transcendentalism
451,such as has oftentimes wrapped court and camp in its destructive glow but great were the perils she had yet to undergo for she was one of those barks which easily get beyond soundings and ride not lightly on the plunging billow her return to her native climate seconded the effects of inward revolutions the cool airs of the north had exasperated nerves too susceptible for their tension those of the south restored her to a more soft and indolent state energy gave place to feeling turbulence to intensity of character at this time love was the natural guest and he came to her under a form that might have deluded one less ready for delusion sylvain was a person well proportioned to her lot in years family and fortune his personal beauty was not great but of a noble character repose marked his slow gesture and the steady gaze of,MargaretFuller,female,transcendentalism
452,as she was soon excited his but oh it is a curse to woman to love first or most in so doing she reverses the natural relations and her heart can never never be satisfied with what ensues mariana loved first and loved most for she had most force and variety to love with sylvain seemed at first to take her to himself as the deep southern night might some fair star but it proved not so mariana was a very intellectual being and she needed companionship this she could only have with sylvain in the paths of passion and action thoughts he had none and little delicacy of sentiment the gifts she loved to prepare of such for him he took with a sweet but indolent smile he held them lightly and soon they fell from his grasp he loved to have her near him to feel the glow and,MargaretFuller,female,transcendentalism
453,no i may be miserable with him but i cannot live without him and the last miserable feeling of these conflicts was that if the lover soon to be the bosom friend could have dreamed of these conflicts he would have laughed or else been angry even enough to give her up ah weakness of the strong of these strong only where strength is weakness like others she had the decisions of life to make before she had light by which to make them let none condemn her those who have not erred as fatally should thank the guardian angel who gave them more time to prepare for judgment but blame no children who thought at arms length to find the moon mariana with a heart capable of highest eros gave it to one who knew love only as a flower or plaything and bound her heartstrings to one who parted,MargaretFuller,female,transcendentalism
454,her thought she did not expand into various life and remained unequal sometimes too passive sometimes too ardent and not sufficiently occupied with what occupied those around her to come on the same level with them and embellish their hours thus she lost ground daily with her husband who comparing her with the careless shining dames of society wondered why he had found her so charming in solitude at intervals when they were left alone mariana wanted to open her heart to tell the thoughts of her mind she was so conscious of secret riches within herself that sometimes it seemed could she but reveal a glimpse of them to the eye of sylvain he would be attracted near her again and take a path where they could walk hand in hand sylvain in these intervals wanted an indolent repose his home was his castle he wanted no scenes too exciting,MargaretFuller,female,transcendentalism
455,life was a little too heavy for it one long day she passed alone and the thoughts and presages came too thick for her strength she knew not what to do with them relapsed into fever and died notwithstanding this weakness i must ever think of her as a fine sample of womanhood born to shed light and life on some palace home had she known more of god and the universe she would not have given way where so many have conquered but peace be with her she now perhaps has entered into a larger freedom which is knowledge with her died a great interest in life to me since her i have never seen a bandits bride she indeed turned out to be only a merchantssylvain is married again to a fair and laughing girl who will not die probably till their marriage grows a golden marriage aunt z,MargaretFuller,female,transcendentalism
456,been suggested by remembrance of the beautiful ballad helen of kirconnel lee which once she loved to recite and in tones that would not have sent a chill to the heart from which it came death opens her sweet white arms and whispers peace come say thy sorrows in this bosom this will never close against thee and my heart though cold cannot be colder much than mans i wish i were where helen lies a lover in the times of old thus vents his grief in lonely sighs and hot tears from a bosom cold but mourner for thy martyred love couldst thou but know what hearts must feel where no sweet recollections move whose tears a desert fount reveal when in thy arms burd helen fell she died sad man she died for thee nor could the films of death dispel her loving eyes sweet radiancy thou wert beloved,MargaretFuller,female,transcendentalism
457,pressed nor hands in holy pledge have given by fathers love were neer caressed nor in a mothers eye saw heaven a flowerless and fruitless tree a dried up stream a mateless bird they live yet never living be they die their music all unheard i wish i were where helen lies for there i could not be alone but now when this dull body dies the spirit still will make its moan love passed me by nor touched my brow life would not yield one perfect boon and all too late it calls me now o all too late and all too soon if thou couldst the dark riddle read which leaves this dart within my breast then might i think thou lovst indeed then were the whole to thee confest father they will not take me home to the poor child no heart is free in sleet and snow,MargaretFuller,female,transcendentalism
458,well her part but oh this thirst that none can still save those unfounden waters free the angel of my life should fill and soothe me to eternity it marks the defect in the position of woman that one like mariana should have found reason to write thus to a man of equal power equal sincerity no moremany resources would have presented themselves he would not have needed to seek he would have been called by life and not permitted to be quite wrecked through the affections only but such women as mariana are often lost unless they meet some man of sufficiently great soul to prize them van arteveldes elena though in her individual nature unlike my mariana is like her in a mind whose large impulses are disproportioned to the persons and occasions she meets and which carry her beyond those reserves which mark the appointed lot of woman,MargaretFuller,female,transcendentalism
459,to heart might a sense of the true aims of life elevate the tone of politics and trade till public and private honor become identical might the western man in that crowded and exciting life which develops his faculties so fully for today not forget that better part which could not be taken from him might the western woman take that interest and acquire that light for the education of the children for which she alone has leisure this is indeed the great problem of the place and time if the next generation be well prepared for their work ambitious of good and skilful to achieve it the children of the present settlers may be leaven enough for the mass constantly increasing by emigration and how much is this needed where those rude foreigners can so little understand the best interests of the land they seek for bread and shelter it,MargaretFuller,female,transcendentalism
460,a friend as expressing in fair picture the character of the man mr birkbeck was returning from the seat of government whither he had been on public business and was accompanied by his son bradford a youth of sixteen or eighteen it was necessary to cross a ford which was rendered difficult by the swelling of the stream mr bs horse was unwilling to plunge into the water so his son offered to go first and he followed bradfords horse had just gained footing on the opposite shore when he looked back and perceived his father was dismounted struggling in the water and carried down by the current mr birkbeck could not swim bradford could so he dismounted and plunged into the stream to save his father he got to him before he sank held him up above water and told him to take hold of his collar and he would,MargaretFuller,female,transcendentalism
461,the lighthouse above this bluff and watch from thence the thunderclouds which so frequently rose over the lake or the great boats coming in approaching the milwaukie pier they made a bend and seemed to do obeisance in the heavy style of some dowager duchess entering a circle she wishes to treat with especial respect these boats come in and out every day and still afford a cause for general excitement the people swarm down to greet them to receive and send away their packages and letters to me they seemed such mighty messengers to give by their noble motion such an idea of the power and fullness of life that they were worthy to carry despatches from king to king it must be very pleasant for those who have an active share in carrying on the affairs of this great and growing world to see them come in it must,MargaretFuller,female,transcendentalism
462,one ravine we heard tones from a band of music and saw a gay troop shooting at a mark on the opposite bank between every shot the band played the effect was very pretty on this walk we found two of the oldest and most gnarled hemlocks that ever afforded study for a painter they were the only ones we saw they seemed the veterans of a former race at milwaukie as at chicago are many pleasant people drawn together from all parts of the world a resident here would find great piquancy in the associationsthose he met having such dissimilar histories and topics and several persons i saw evidently transplanted from the most refined circles to be met in this country there are lures enough in the west for people of all kindsthe enthusiast and the cunning man the naturalist and the lover who needs to be rich for the,MargaretFuller,female,transcendentalism
463,towards this place during the fine weather the poor refugees arrive daily in their national dresses all travelsoiled and worn the night they pass in rude shantees in a particular quarter of the town then walk off into the countrythe mothers carrying their infants the fathers leading the little children by the hand seeking a home where their hands may maintain them one morning we set off in their track and travelled a days journey into this countryfair yet not in that part which i saw comparable in my eyes to the rock river region it alternates rich fields proper for grain with oak openings as they are called bold various and beautiful were the features of the scene but i saw not those majestic sweeps those boundless distances those heavenly fields it was not the same world neither did we travel in the same delightful manner we were now in,MargaretFuller,female,transcendentalism
464,white man soon learns to feel for the indian on whom he encroaches the aversion of the injurer for him he has degraded after telling the anecdote of his seeing the indian gazing at the seat of his former home a thing for human feelings the most trying and which one would think would have awakened soft compassionalmost remorsein the present owner of that fair hill which contained for the exile the bones of his dead the ashes of his hopeshe observed they cannot be prevented from straggling back here to their old haunts i wish they could they ought not to permitted to drive away our game our gamejust heavens the same gentleman showed on a slight occasion the true spirit of the sportsman or perhaps i might say of man when engaged in any kind of chase showing us some antlers he said this one belonged to a majestic,MargaretFuller,female,transcendentalism
