,text,author,sex,period
403,porter and jack downing were not unsuitable figures here the former heroically planted the bridges by which we cross to goat island and the wakerobincrowned genius has punished his temerity with deafness which must i think have come upon him when he sank the first stone in the rapids jack seemed an acute and entertaining representative of jonathan come to look at his great waterprivilege he told us all about the americanisms of the spectacle that is to say the battles that have been fought here it seems strange that men could fight in such a place but no temple can still the personal griefs and strifes in the breasts of its visiters no less strange is the fact that in this neighborhood an eagle should be chained for a plaything when a child i used often to stand at a window from which i could see an eagle chained in,MargaretFuller,female,transcendentalism
404,shakspeare and harmonics of the gospels and now you have the little all i have to write can it interest you to one who has enjoyed the full life of any scene of any hour what thoughts can be recorded about it seem like the commas and semicolons in the paragraph mere stops yet i suppose it is not so to the absent at least i have read things written about niagara music and the like that interested me once i was moved by mr greenwoods remark that he could not realize this marvel till opening his eyes the next morning after he had seen it his doubt as to the possibility of its being still there taught him what he had experienced i remember this now with pleasure though or because it is exactly the opposite to what i myself felt for all greatness affects different minds each in its,MargaretFuller,female,transcendentalism
405,not mistaken in not feeling any surpassing emotion at this sight but from the foot of biddles stairs and the middle of the river and from below the table rock it was still barren barren all and provoked with my stupidity in feeling most moved in the wrong place i turned away to the hotel determined to set off for buffalo that afternoon but the stage did not go and after nightfall as there was a splendid moon i went down to the bridge and leaned over the parapet where the boiling rapids came down in their might it was grand and it was also gorgeous the yellow rays of the moon made the broken waves appear like auburn tresses twining around the black rocks but they did not inspire me as before i felt a foreboding of a mightier emotion to rise up and swallow all others and i passed,MargaretFuller,female,transcendentalism
406,were obliged to choose amid the four it would be the one in which i could bear confinement best s you would make a pretty undine to be sure j nay i only offered myself as a triton a boisterous triton of the sounding shell you m i suppose would be a salamander rather m no that is too equivocal a position whether in modern mythology or hoffmans tales i should choose to be a gnome j that choice savors of the pride that apes humility m by no means the gnomes are the most important of all the elemental tribes is it not they who make the money j and are accordingly a dark mean scoffing m you talk as if you had always lived in that wild unprofitable element you are so fond of where all things glitter and nothing is gold all show and no substance my people,MargaretFuller,female,transcendentalism
407,she shows on the surface think of passing a life not merely in heaping together but making gold of all dreams that of the alchymist is the most poetical for he looked at the finest symbol gold says one of our friends is the hidden light of the earth it crowns the mineral as wine the vegetable order being the last expression of vital energy j have you paid for your passage m yes and in gold not in shells or pebbles j no really wise gnome would scoff at the water the beautiful water the spirit of man is like the water s yes and like the air and fire no less j yes but not like the earth this lowminded creatures chosen dwelling m the earth is spirit made fruitfullife and its heartbeats are told in gold and wine j oh it is shocking to hear such sentiments in,MargaretFuller,female,transcendentalism
408,indians for the first time they were camped out on the bank it was twilight and their blanketed forms in listless groups or stealing along the bank with a lounge and a stride so different in its wildness from the rudeness of the white settler gave me the first feeling that i really approached the west the people on the boat were almost all new englanders seeking their fortunes they had brought with them their habits of calculation their cautious manners their love of polemics it grieved me to hear these immigrants who were to be the fathers of a new race all from the old man down to the little girl talking not of what they should do but of what they should get in the new scene it was to them a prospect not of the unfolding nobler energies but of more ease and larger accumulation it wearied me,MargaretFuller,female,transcendentalism
409,our college stories p acquiesced with a grave bow and shortly after they all met in the diningroom my father was much surprised at the appearance of mrs p he had heard that his friend married abroad but nothing further and he was not prepared to see the calm dignified p with a woman on his arm still handsome indeed but whose coarse and imperious expression showed as low habits of mind as her exaggerated dress and gesture did of education nor could there be a greater contrast to my mother who though understanding her claims and place with the certainty of a lady was soft and retiring in an uncommon degree however there was no time to wonder or fancy they sat down and p engaged in conversation without much vivacity but with his usual ease the first quarter of an hour passed well enough but soon it was observable,MargaretFuller,female,transcendentalism
410,are just going he said and holding out his hand but without looking at them forgive they each took his hand and silently pressed it then he went without a word more some time passed and they heard now and then of p as he passed from one army station to another with his uncongenial companion who became it was said constantly more degraded whoever mentioned having seen them wondered at the chance which had yoked him to such a woman but yet more at the silent fortitude with which he bore it many blamed him for enduring it apparently without efforts to check her others answered that he had probably made such at an earlier period and finding them unavailing had resigned himself to despair and was too delicate to meet the scandal that with such a resistance as such a woman could offer must attend a formal separation but,MargaretFuller,female,transcendentalism
411,our first thought on such an occasion is too often for ourselves at least mine was seeing me silent he repeated his question to whom said i are you to be married that he replied i cannot tell you he was a moment silent then continued with an impassive look of cold selfpossession that affected me with strange sadness the name of the person you will hear of course at the time but more i cannot tell you i need however the presence not only of legal but of respectable and friendly witnesses i have hoped you and your husband would do me this kindness will you something in his manner made it impossible to refuse i answered before i knew i was going to speak we will and he left me i will not weary you with telling how i harassed myself and my husband who was however scarce less,MargaretFuller,female,transcendentalism
412,and drove away from that time i saw but little of p or his wife i took our mutual friends to see her and they were civil to her for his sake curiosity was very much excited but entirely baffled no one of course dared speak to p on the subject and no other means could be found of solving the riddle he treated his wife with grave and kind politeness but it was always obvious that they had nothing in common between them her manners and tastes were not at that time gross but her character showed itself hard and material she was fond of riding and spent much time so her style in this and in dress seemed the opposite of ps but he indulged all her wishes while for himself he plunged into his own pursuits for a time he seemed if not happy not positively unhappy but,MargaretFuller,female,transcendentalism
413,drew from it if not to the poetical extent at least in some proportion its moral and its meaning the woodcutter did not cut down so many trees a day that the hamadryads had not time to make their plaints heard the shepherd tended his sheep and did no jobs or chores the while the idyl had a chance to grow up and modulate his oaten pipe but now the poet must be at the whole expense of the poetry in describing one of these positions the worker is a true midas to the gold he makes the poet must describe as the painter sketches irish peasant girls and danish fishwives adding the beauty and leaving out the dirt i come to the west prepared for the distaste i must experience at its mushroom growth i know that where go ahead is the only motto the village cannot grow into the,MargaretFuller,female,transcendentalism
414,feed this caldron but believe it will have medeas virtue and reproduce them in the form of new intellectual growths since centuries cannot again adorn the land with such on this most beautiful beach of smooth white pebbles interspersed with agates and cornelians for those who know how to find them we stepped not like the indian with some humble offering which if no better than an arrowhead or a little parched corn would he judged please the manitou who looks only at the spirit in which it is offered our visit was so far for a religious purpose that one of our party went to inquire the fate of some unitarian tracts left among the woodcutters a year or two before but the old manitou though daunted like his children by the approach of the fireships which he probably considered demons of a new dynasty he had suffered his woods,MargaretFuller,female,transcendentalism
415,to rifle the wood of flowers for the service of the fireship we returned with a rich booty among which was the uva ursi whose leaves the indians smoke with the kinnickkinnick and which had then just put forth its highlyfinished little blossoms as pretty as those of the blueberry passing along still further i thought it would be well if the crowds assembled to stare from the various landings were still confined to the kinnickkinnick for almost all had tobacco written on their faces their cheeks rounded with plugs their eyes dull with its fumes we reached chicago on the evening of the sixth day having been out five days and a half a rather longer passage than usual at a favorable season of the year chicago june 20 there can be no two places in the world more completely thoroughfares than this place and buffalo they are the two,MargaretFuller,female,transcendentalism
416,pawnees no doubt are such as he describes them filthy in their habits and treacherous in their character but some would have seen and seen truly more beauty and dignity than he does with all his manliness and fairness of mind however his one fine old man is enough to redeem the rest and is perhaps the relic of a better day a phocion among the pawnees schoolcrafts algic researches is a valuable book though a worse use could hardly have been made of such fine material had the mythological or hunting stones of the indians been written down exactly as they were received from the lips of the narrators the collection could not have been surpassed in interest both for the wild charm they carry with them and the light they throw on a peculiar modification of life and mind as it is though the incidents have an air of,MargaretFuller,female,transcendentalism
417,much gold and crimson with such tender green or symbolically through some meaning dimly seen in the flowers i enjoyed a sort of fairyland exultation never felt before and the first drive amid the flowers gave me anticipation of the beauty of the prairies at first the prairie seemed to speak of the very desolation of dullness after sweeping over the vast monotony of the lakes to come to this monotony of land with all around a limitless horizonto walk and walk and run but never climb oh it was too dreary for any but a hollander to bear how the eye greeted the approach of a sail or the smoke of a steamboat it seemed that any thing so animated must come from a better land where mountains gave religion to the scene the only thing i liked at first to do was to trace with slow and unexpecting step,MargaretFuller,female,transcendentalism
418,mirage instead of the vastness of ocean then there was a grandeur in the feeling that i might continue that walk if i had any sevenleagued mode of conveyance to save fatigue for hundreds of miles without an obstacle and without a change but after i had rode out and seen the flowers and seen the sun set with that calmness seen only in the prairies and the cattle winding slowly home to their homes in the island grovespeacefullest of sightsi began to love because i began to know the scene and shrank no longer from the encircling vastness it is always thus with the new form of life we must learn to look at it by its own standard at first no doubt my accustomed eye kept saying if the mind did not what no distant mountains what no valleys but after a while i would ascend the roof of,MargaretFuller,female,transcendentalism
419,neither road nor goal to guide it to all the spots where beauty best loves to dwell add to this the finest weather and such country as i had never seen even in my dreams although these dreams had been haunted by wishes for just such an one and you may judge whether years of dullness might not by these bright days be redeemed and a sweetness be shed over all thoughts of the west the first day brought us through woods rich in the moccasin flower and lupine and plains whose soft expanse was continually touched with expression by the slow moving clouds which sweep over with their shadows and beneath the surface rolls and fluctuates to the eye dark hollows seem to glide along and chase the sunny ridges to the banks of the fox river a sweet and graceful stream we reached geneva just in time to escape,MargaretFuller,female,transcendentalism
420,in his house where almost everything bore traces of his own handy work or that of his father he is just such a teacher as is wanted in this region familiar enough with the habits of those he addresses to come home to their experience and their wants earnest and enlightened enough to draw the important inferences from the life of every day a day or two we remained here and passed some happy hours in the woods that fringe the stream where the gentlemen found a rich booty of fish next day travelling along the rivers banks was an uninterrupted pleasure we closed our drive in the afternoon at the house of an english gentleman who has gratified as few men do the common wish to pass the evening of an active day amid the quiet influences of country life he showed us a bookcase filled with books about this,MargaretFuller,female,transcendentalism
421,the luxuriant beauty makes every path attractive in this house we found a family quite above the common but i grieve to say not above false pride for the father ashamed of being caught barefoot told us a story of a man one of the richest men he said in one of the eastern cities who went barefoot from choice and taste near the door grew a provence rose then in blossom other families we saw had brought with them and planted the locust it was pleasant to see their old home loves brought into connection with their new splendors wherever there were traces of this tenderness of feeling only too rare among americans other things bore signs also of prosperity and intelligence as if the ordering mind of man had some idea of home beyond a mere shelter beneath which to eat and sleep no heaven need wear a lovelier,MargaretFuller,female,transcendentalism
422,so again we had also rather hard couches mine was the supper table but we yankees born to rove were altogether too much fatigued to stand upon trifles and slept as sweetly as we would in the bigly bower of any baroness but i think england sat up all night wrapped in her blanket shawl and with a neat lace cap upon her head so that she would have looked perfectly the lady if any one had come in shuddering and listening i know that she was very ill next day in requital she watched as her parent country watches the seas that nobody may do wrong in any case and deserved to have met some interruption she was so well prepared however there was none other than from the nearness of some twenty sets of powerful lungs which would not leave the night to a deadly stillness in this house,MargaretFuller,female,transcendentalism
423,miles to reach the mississippi great part of the country along its banks is the finest region of illinois and the scene of some of the latest romance of indian warfare to these beautiful regions black hawk returned with his band to pass the summer when he drew upon himself the warfare in which he was finally vanquished no wonder he could not resist the longing unwise though its indulgence might be to return in summer to this home of beauty of illinois in general it has often been remarked that it bears the character of country which has been inhabited by a nation skilled like the english in all the ornamental arts of life especially in landscape gardening that the villas and castles seem to have been burnt the enclosures taken down but the velvet lawns the flower gardens the stately parks scattered at graceful intervals by the decorous hand,MargaretFuller,female,transcendentalism
424,unless now and then this rustling or the plash of some fish a little gayer than the others it seemed not necessary to have any better heaven or fuller expression of love and freedom than in the mood of nature here then leaving the bank you would walk far and far through long grassy paths full of the most brilliant also the most delicate flowers the brilliant are more common on the prairie but both kinds loved this place amid the grass of the lawn with a profusion of wild strawberries we greeted also a familiar love the scottish harebell the gentlest and most touching form of the flowerworld the master of the house was absent but with a kindness beyond thanks had offered us a resting place there here we were taken care of by a deputy who would for his youth have been assigned the place of a page,MargaretFuller,female,transcendentalism
425,that all hope of life was oer but let him patient climb the frowning wall within the orange glows beneath the palm tree tall and all that eden boasted waits his call almost these tales seem realized today when the long dullness of the sultry way where independent settlers careless cheer made us indeed feel we were strangers here is cheered by sudden sight of this fair spot on which improvement yet has made no blot but nature allastonished stands to find her plan protected by the human mind blest be the kindly genius of the scene the river bending in unbroken grace the stately thickets with their pathways green fair lonely trees each in its fittest place those thickets haunted by the deer and fawn those cloudlike flights of birds across the lawn the gentlest breezes here delight to blow and sun and shower and star are emulous to deck,MargaretFuller,female,transcendentalism
426,trust however we women could not be persuaded to render it we got out and admired from afar the process left by our guideand prop we found ourselves in a wide field where by playful quips and turns an endless creek seemed to divert itself with our attempts to cross it failing in this the next best was to whirl down a steep bank which feat our charioteer performed with an air not unlike that of rhesus had he but been as suitably furnished with chariot and steeds at last after wasting some two or three hours on the short cut we got out by following an indian trailblack hawks how fair the scene through which it led how could they let themselves be conquered with such a country to fight for afterwards in the wide prairie we saw a lively picture of nonchalance to speak in the fashion of dear,MargaretFuller,female,transcendentalism
427,hemlocks which wore a touching and antique grace amid the softer and more luxuriant vegetation lofty natural mounds rose amidst the rest with the same lovely and sweeping outline showing everywhere the plastic power of waterwater mother of beauty which by its sweet and eager flow had left such lineaments as human genius never dreamt of not far from the river was a high crag called the pine rock which looks out as our guide observed like a helmet above the brow of the country it seems as if the water left here and there a vestige of forms and materials that preceded its course just to set off its new and richer designs the aspect of this country was to me enchanting beyond any i have ever seen from its fullness of expression its bold and impassioned sweetness here the flood of emotion has passed over and marked everywhere its,MargaretFuller,female,transcendentalism
428,lived so familiarly with the deer and the birds and swam that clear wave in the shadow of the seven sisters the whole scene suggested to me a greek splendor a greek sweetness and i can believe that an indian brave accustomed to ramble in such paths and be bathed by such sunbeams might be mistaken for apollo as apollo was for him by west two of the boldest bluffs are called the deers walk not because deer do not walk there and the eagles nest the latter i visited one glorious morning it was that of the fourth of july and certainly i think i had never felt so happy that i was born in america wo to all country folks that never saw this spot never swept an enraptured gaze over the prospect that stretched beneath i do believe rome and florence are suburbs compared to this capital of,MargaretFuller,female,transcendentalism
429,the throne of jove before i saw thee i was like the may longing for summer that must mar its bloom or like the morning star that calls the day whose glories to its promise are the tomb and as the eager fountain rises higher to throw itself more strongly back to earth still as more sweet and full rose my desire more fondly it reverted to its birth for what the rosebud seeks tells not the rose the meaning foretold by the boy the man cannot disclose i was all spring for in my being dwelt eternal youth where flowers are the fruit full feeling was the thought of what was felt its music was the meaning of the lute but heaven and earth such life will still deny for earth divorced from heaven still asks the question why upon the highest mountains my young feet ached that no pinions,MargaretFuller,female,transcendentalism
430,the spell that opes the spring my tongue no more can say if soon thou comst not night will fall around my head with a sad slumber will be bound and the pure draught be spilt upon the ground remember that i am not yet divine long years of service to the fatal nine are yet to make a delphian vigor mine o make them not too hard thou bird of jove answer the striplings hope confirm his love receive the service in which he delights and bear him often to the serene heights where hands that were so prompt in serving thee shall be allowed the highest ministry and rapture live with bright fidelity the afternoon was spent in a very different manner the family whose guests we were possessed a gay and graceful hospitality that gave zest to each moment they possessed that rare politeness which while fertile in,MargaretFuller,female,transcendentalism
431,people to which hail columbia served as grace illustration log cabin at rock river returning the gay flotilla hailed the little flag which the children had raised from a logcabin prettier than any president ever saw and drank the health of their country and all mankind with a clear conscience dance and song wound up the day i know not when the mere local habitation has seemed to me to afford so fair a chance of happiness as this to a person of unspoiled tastes the beauty alone would afford stimulus enough but with it would be naturally associated all kinds of wild sports experiments and the studies of natural history in these regards the poet the sportsman the naturalist would alike rejoice in this wide range of untouched loveliness then with a very little money a ducal estate may be purchased and by a very little more and moderate labor,MargaretFuller,female,transcendentalism
432,careful tasks must often be performed sick or well by the mother and daughters to whom a city education has imparted neither the strength nor skill now demanded the wives of the poorer settlers having more hard work to do than before very frequently become slatterns but the ladies accustomed to a refined neatness feel that they cannot degrade themselves by its absence and struggle under every disadvantage to keep up the necessary routine of small arrangements with all these disadvantages for work their resources for pleasure are fewer when they can leave the housework they have not learnt to ride to drive to row alone their culture has too generally been that given to women to make them the ornaments of society they can dance but not draw talk french but know nothing of the language of flowers neither in childhood were allowed to cultivate them lest they should tan,MargaretFuller,female,transcendentalism
433,to make home beautiful and comfortable with bodily strength to enjoy plenty of exercise the woods the streams a few studies music and the sincere and familiar intercourse far more easily to be met here than elsewhere would afford happiness enough her eyes would not grow dim nor her cheeks sunken in the absence of parties morning visits and milliners shops as to music i wish i could see in such places the guitar rather than the piano and good vocal more than instrumental music the piano many carry with them because it is the fashionable instrument in the eastern cities even there it is so merely from the habit of imitating europe for not one in a thousand is willing to give the labor requisite to ensure any valuable use of the instrument but out here where the ladies have so much less leisure it is still less desirable add,MargaretFuller,female,transcendentalism
434,cast and left the heart behind our journey today was no less delightful than before still all new boundless limitless kinmont says that limits are sacred that the greeks were in the right to worship a god of limits i say that what is limitless is alone divine that there was neither wall nor road in eden that those who walked there lost and found their way just as we did and that all the gain from the fall was that we had a wagon to ride in i do not think either that even the horses doubted whether this last was any advantage everywhere the rattlesnakeweed grows in profusion the antidote survives the bane soon the coarser plantain the white mans footstep shall take its place we saw also the compass plant and the western tea plant of some of the brightest flowers an indian girl afterwards told me the,MargaretFuller,female,transcendentalism
435,garden lilies kishwaukie is according to tradition the scene of a famous battle and its many grassy mounds contain the bones of the valiant on these waved thickly the mysterious purple flower of which i have spoken before i think it springs from the blood of the indians as the hyacinth did from that of apollos darling the ladies of our hosts family at oregon when they first went there after all the pains and plagues of building and settling found their first pastime in opening one of these mounds in which they found i think three of the departed seated in the indian fashion one of these same ladies as she was making bread one winter morning saw from the window a deer directly before the house she ran out with her hands covered with dough calling the others and they caught him bodily before he had time to escape,MargaretFuller,female,transcendentalism
436,of the scene inasmuch as it seemed to me no route nor series of stations but a garden interspersed with cottages groves and flowery lawns through which a stately river ran i had no guidebook kept no diary do not know how many miles we travelled each day nor how many in all what i got from the journey was the poetic impression of the country at large it is all i have aimed to communicate the narrative might have been made much more interesting as life was at the time by many piquant anecdotes and tales drawn from private life but here courtesy restrains the pen for i know those who received the stranger with such frank kindness would feel ill requited by its becoming the means of fixing many spyglasses even though the scrutiny might be one of admiring interest upon their private homes for many of these too,MargaretFuller,female,transcendentalism
437,was indebted to a friend whose property they more lawfully are this friend was one of those rare beings who are equally at home in nature and with man he knew a tale of all that ran and swam and flew or only grew possessing that extensive familiarity with things which shows equal sweetness of sympathy and playful penetration most refreshing to me was his unstudied lore the unwritten poetry which common life presents to a strong and gentle mind it was a great contrast to the subtleties of analysis the philosophic strainings of which i had seen too much but i will not attempt to transplant it may it profit others as it did me in the region where it was born where it belongs the evening of our return to chicago the sunset was of a splendor and calmness beyond any we saw at the west the twilight that,MargaretFuller,female,transcendentalism
438,through its life newborn our lives have been once more farewella sad a sweet farewell and if i never must behold you more in other worlds i will not cease to tell the rosary i here have numbered oer and brighthaired hope will lend a gladdened ear and love will free him from the grasp of fear and gorgon critics while the tale they hear shall dew their stony glances with a tear if i but catch one echo from your spell and so farewella grateful sad farewell chapter iv chicago again chicago had become interesting to me now that i knew it as the portal to so fair a scene i had become interested in the land in the people and looked sorrowfully on the lake on which i must soon embark to leave behind what i had just begun to enjoy now was the time to see the lake,MargaretFuller,female,transcendentalism
439,which i think in different ways admirably descriptive of the country illustration prairie long grove in the distance and you too love the prairies flying voyager of a summer hour but i have only there owned the wild forest the widespread meadows there only built my house and seen the livelong day the thoughtful shadows of the great clouds color with alltransient browns the untrampled floor of grass there has spring pranked the long smooth reaches with those golden flowers whereby became the fields a sea too golden to oerlast the heats yes and with many a yellow bell she gilded our unbounded path that sank in the light swells of the varied surface skirted the unfilled barrens nor shunned the steep banks of rivers darting merrily on there has the white snow frolicsomely strown itself till all that vast outstretched distance glittered like a mirror in which only the heavens,MargaretFuller,female,transcendentalism
440,the river under its spearsits cimeters of flag where in gleaming circles of steel the breasts of the woodpigeons flash in the playful sunbeam and many sounds many notes of no earthly music come over the wellrelieved gladesshould not your depth pass into that poets heartin your depths should he not fuse his own the other letters show the painters eye as this the poets heart springfield illinois may 20 1840 yesterday morning i left griggsville my knapsack at my back pursued my journey all day on foot and found so new and great delight in this charming country that i must needs tell you about it do you remember our saying once that we never found the trees tall enough the fields green enough well the trees are for once tall and fair to look upon and one unvarying carpet of the tenderest green covers these marvellous fields that spread,MargaretFuller,female,transcendentalism
441,morning and i directed my steps toward the bluffs they are covered with forest not like our forests tangled and impassable but where the trees stand fair and apart from one another so that you might ride every where about on horseback and the tops of the hills are generally bald and covered with green turf like our pastures indeed the whole country reminds me perpetually of one that has been carefully cultivated by a civilized people who had been suddenly removed from the earth with all the works of their hands and the land given again into natures keeping the solitudes are not savage they have not that dreary stony loneliness that used to affect me in our own country they never repel there are no lonely heights no isolated spots but all is gentle mild invitingall is accessible in following this winding hilly road for four or five miles,MargaretFuller,female,transcendentalism
442,steps toward this beautiful broad plane of earth sometimes it is a spirit yet unknown in whose dimimaged features seem to smile the dear delight of these highmansioned thoughts that sometimes visit me like unto mine her lineaments appear but beautiful as of a sister in a faroff world waiting to welcome me and when i think to reach and clasp the figure it is gone and some illomened ghastly vision comes to bid beware and not too curiously demand the secrets of that distant world whose shadow haunts meon the waves below but now i gazed warmed with the setting sun who sent his golden streamers to my feet it seemed a pathway to a world beyond and i looked round if that my spirit beckoned that i might follow it solitary dreams all my son yes even so i dreamed and even so was thwarted you must learn to,MargaretFuller,female,transcendentalism
443,the other day whom i met on board the boat he quarrelled with boston for its slowness said it was a bad place for a young man he could not make himself felt could not see the effects of his exertions as he could hereto be sure he could not here he comes like a yankee farmer with all the knowledge that our hard soil and laborious cultivation could give him and what wonder if he is surprised at the work of his own hands when he comes to such a soil as this but he feeds not so many mouths though he tills more acres the plants he raises have not so exquisite a form the vegetables so fine a flavor his cultivation becomes more negligent he is not so good a farmer is not this a true view it strikes me continually the traces of a mans hand in,MargaretFuller,female,transcendentalism
444,learned and any one who has a large acquaintance may be pretty sure of meeting some of them here in the course of a few days among those whom i met was mrs z the aunt of an old schoolmate to whom i impatiently hastened as soon as the meal was over to demand news of mariana the answer startled me mariana so full of life was dead that form the most rich in energy and coloring of any i had ever seen had faded from the earth the circle of youthful associations had given way in the part that seemed the strongest what i now learned of the story of this life and what was by myself remembered may be bound together in this slight sketch at the boardingschool to which i was too early sent a fond a proud and timid child i saw among the ranks of the,MargaretFuller,female,transcendentalism
445,to this peculiar being usual in the overseers of the young they consulted a physician who said she would outgrow it and prescribed a milk diet meantime the fever of this ardent and too early stimulated nature was constantly increased by the restraints and narrow routine of the boarding school she was always devising means to break in upon it she had a taste which would have seemed ludicrous to her mates if they had not felt some awe of her from a touch of genius and power that never left her for costume and fancy dresses always some sash twisted about her some drapery something odd in the arrangement of her hair and dress so that the methodical preceptress dared not let her go out without a careful scrutiny and remodelling whose soberizing effects generally disappeared the moment she was in the free air at last a vent for her,MargaretFuller,female,transcendentalism
446,the beautiful prospect i have heard her say afterwards she had rarely in her life been so happyand she was one with whom happiness was a still rapture it was one of the most blessed summer days the shadows of great white clouds empurpled the distant hills for a few moments only to leave them more golden the tall grass of the wide fields waved in the softest breeze pure blue were the heavens and the same hue of pure contentment was in the heart of mariana suddenly on her bright mood jarred the dinner bell at first rose her usual thought i will not cannot go and then the must which daily life can always enforce even upon the butterflies and birds came and she walked reluctantly to her room she merely changed her dress and never thought of adding the artificial rose to her cheek when she took her,MargaretFuller,female,transcendentalism
447,alarmed and broke it open bitter was their penitence and that of her companions at the state in which they found her for some hours terrible anxiety was felt but at last nature exhausted relieved herself by a deep slumber from this mariana rose an altered being she made no reply to the expressions of sorrow from her companions none to the grave and kind but undiscerning comments of her teacher she did not name the source of her anguish and its poisoned dart sank deeply in it was this thought which stung her so what not one not a single one in the hour of trial to take my part not one who refused to take part against me past words of love and caresses little heeded at the time rose to her memory and gave fuel to her distempered thoughts beyond the sense of universal perfidy of burning resentment,MargaretFuller,female,transcendentalism
448,go to her room and would rather do it herself she did not like to have people turn over for her the leaves of the music book as she played did i approach my stool to her feet she moved away as if to give me room the bunch of wild flowers which i timidly laid beside her plate was left there after some weeks my desire to attract her notice really preyed upon me and one day meeting her alone in the entry i fell upon my knees and kissing her hand cried o mariana do let me love you and try to love me a little but my idol snatched away her hand and laughing more wildly than the bandits bride was ever described to have done ran into her room after that day her manner to me was not only cold but repulsive i felt myself scorned and,MargaretFuller,female,transcendentalism
449,great now that they had perhaps killed her they reflected it would have been as well if they had taken warning from the former occasion and approached very carefully a nature so capable of any extreme after awhile she revived with a faint groan amid the sobs of her companions i was on my knees by the bed and held her cold hand one of those most aggrieved took it from me to beg her pardon and say it was impossible not to love her she made no reply neither that night nor for several days could a word be obtained from her nor would she touch food but when it was presented to her or any one drew near for any cause she merely turned away her head and gave no sign the teacher saw that some terrible nervous affection had fallen upon her that she grew more and more,MargaretFuller,female,transcendentalism
450,companions summoned and said to them i deserved to die but a generous trust has called me back to life i will be worthy of it nor ever betray the truth or resent injury more can you forgive the past and they not only forgave but with love and earnest tears clasped in their arms the returning sister they vied with one another in offices of humble love to the humbled one and let it be recorded as an instance of the pure honor of which young hearts are capable that these facts known to forty persons never so far as i know transpired beyond those walls it was not long after this that mariana was summoned home she went thither a wonderfully instructed being though in ways those who had sent her forth to learn little dreamed of never was forgotten the vow of the returning prodigal mariana could not,MargaretFuller,female,transcendentalism
451,of solitude and a repression of her finer powers she had asked herself can i give him up but the heart always passionately answered no i may be miserable with him but i cannot live without him and the last miserable feeling of these conflicts was that if the lover soon to be the bosom friend could have dreamed of these conflicts he would have laughed or else been angry even enough to give her up ah weakness of the strong of these strong only where strength is weakness like others she had the decisions of life to make before she had light by which to make them let none condemn her those who have not erred as fatally should thank the guardian angel who gave them more time to prepare for judgment but blame no children who thought at arms length to find the moon mariana with a heart capable,MargaretFuller,female,transcendentalism
452,was possible between natures of such unequal poise and which had met only on one or two points through all its stages she felt the agonizing sense of seeing lore from passion melt into indifference the fearful shame that day by day burns onward still to burn to have thrown her precious heart away and met this black return till death at last closed the scene not that she died of one downright blow on the heart that is not the way such cases proceed i cannot detail all the symptoms for i was not there to watch them and aunt z was neither so faithful an observer or narrator as i have shown myself in the schoolday passages but generally they were as follows sylvain wanted to go into the world or let it into his house mariana consented but with an unsatisfied heart and no lightness of character she,MargaretFuller,female,transcendentalism
453,kindling fancy seeks to create an atmosphere round it and makes the chain through which to set free its electric sparks that had been a time of wild and exuberant life after her character became more tender and concentrated strong affection or a pure enthusiasm might still have called out beautiful talents in her but in the first she was utterly disappointed the second was not roused within her thought she did not expand into various life and remained unequal sometimes too passive sometimes too ardent and not sufficiently occupied with what occupied those around her to come on the same level with them and embellish their hours thus she lost ground daily with her husband who comparing her with the careless shining dames of society wondered why he had found her so charming in solitude at intervals when they were left alone mariana wanted to open her heart to tell,MargaretFuller,female,transcendentalism
454,sylvain was alarmed nursed her tenderly she grew better then his care ceased he saw not the minds disease but left her to rise into health and recover the tone of her spirits as she might more solitary than ever she tried to raise herself but she knew not yet enough the weight laid upon her young life was a little too heavy for it one long day she passed alone and the thoughts and presages came too thick for her strength she knew not what to do with them relapsed into fever and died notwithstanding this weakness i must ever think of her as a fine sample of womanhood born to shed light and life on some palace home had she known more of god and the universe she would not have given way where so many have conquered but peace be with her she now perhaps has entered into,MargaretFuller,female,transcendentalism
455,i were where helen lies a lover in the times of old thus vents his grief in lonely sighs and hot tears from a bosom cold but mourner for thy martyred love couldst thou but know what hearts must feel where no sweet recollections move whose tears a desert fount reveal when in thy arms burd helen fell she died sad man she died for thee nor could the films of death dispel her loving eyes sweet radiancy thou wert beloved and she had loved till death alone the whole could tell death every shade of doubt removed and steeped the star in its cold well on some fond breast the parting soul reliesearth has no more to give who wholly loves has known the whole the wholly loved doth truly live but some sad outcasts from this prize wither down to a lonely grave all hearts their hidden love despise,MargaretFuller,female,transcendentalism
